RECTYPE,ALPHAIND,LEA,ESTAB,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,PCON_CODE,PCON_NAME,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELE,PSENELE,TSENELK,PSENELK,TSENELEK,PSENELEK,TELIG_18,PTFSM6CLA1A_18,PTNOTFSM6CLA1A_18,PTRWM_EXP_18,PTRWM_HIGH_18,PTRWM_EXP_FSM6CLA1A_18,PTRWM_HIGH_FSM6CLA1A_18,PTRWM_EXP_NotFSM6CLA1A_18,PTRWM_HIGH_NotFSM6CLA1A_18,READPROG_18,READPROG_LOWER_18,READPROG_UPPER_18,WRITPROG_18,WRITPROG_LOWER_18,WRITPROG_UPPER_18,MATPROG_18,MATPROG_LOWER_18,MATPROG_UPPER_18,READ_AVERAGE_18,MAT_AVERAGE_18,TELIG_17,PTFSM6CLA1A_17,PTNOTFSM6CLA1A_17,PTRWM_EXP_17,PTRWM_HIGH_17,PTRWM_EXP_FSM6CLA1A_17,PTRWM_HIGH_FSM6CLA1A_17,PTRWM_EXP_NotFSM6CLA1A_17,PTRWM_HIGH_NotFSM6CLA1A_17,READPROG_17,READPROG_LOWER_17,READPROG_UPPER_17,WRITPROG_17,WRITPROG_LOWER_17,WRITPROG_UPPER_17,MATPROG_17,MATPROG_LOWER_17,MATPROG_UPPER_17,READ_AVERAGE_17,MAT_AVERAGE_17,TELIG_3YR,PTRWM_EXP_3YR,PTRWM_HIGH_3YR,READ_AVERAGE_3YR,MAT_AVERAGE_3YR,READPROG_UNADJUSTED,WRITPROG_UNADJUSTED,MATPROG_UNADJUSTED,READPROG_DESCR_17,WRITPROG_DESCR_17,MATPROG_DESCR_17,READPROG_DESCR_18,WRITPROG_DESCR_18,MATPROG_DESCR_18,READPROG_DESCR,WRITPROG_DESCR,MATPROG_DESCR
1,940,938,2000,125816,Aldingbourne Primary School,Westergate Street,Westergate,,Chichester,PO20 3QR,01243542913,E14000534,Arundel and South Downs,0,,,CY,0,Does not apply,4-11,R,0,0,210,30,30,17,13,57%,43%,16.8,1,3%,16,53%,13,43%,0,0%,2,7%,28,93%,0,0%,30,100%,73%,7%,-1.2,-3.4,1,100%,-2.6,-4.6,-0.5,100%,1.2,-0.7,3.1,100%,73%,33%,0%,107,80%,27%,0%,107,90%,43%,0%,107,87%,7%,3%,0%,90%,0%,59%,92%,SUPP,56%,100%,SUPP,SUPP,SUPP,,73%,0%,15%,SUPP,0%,15%,SUPP,SUPP,SUPP,,7%,-2.8,-5.7,0.2,0.9,-2.5,4.2,SUPP,SUPP,SUPP,-1.9,-4.9,1.1,0.9,-2.4,4.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.2,-3.4,1,-3.4,-6.1,-0.7,-1.5,-4.6,1.6,SUPP,SUPP,SUPP,-1.6,-4.4,1.2,-2.8,-5.9,0.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.6,-4.6,-0.5,2.1,-0.5,4.6,0.1,-2.9,3,SUPP,SUPP,SUPP,2.5,-0.1,5.2,0,-2.9,2.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.2,-0.7,3.1,104,109,SUPP,103,111,SUPP,SUPP,,107,105,109,SUPP,105,110,SUPP,SUPP,,107,106,108,SUPP,104,110,SUPP,SUPP,,107,SUPP,56%,100%,SUPP,SUPP,SUPP,69%,100%,SUPP,SUPP,SUPP,88%,100%,SUPP,SUPP,SUPP,81%,100%,SUPP,SUPP,SUPP,19%,54%,SUPP,SUPP,SUPP,6%,54%,SUPP,SUPP,SUPP,31%,62%,SUPP,SUPP,SUPP,0%,15%,SUPP,SUPP,30,100%,0,0%,1,3%,3,10%,4,13%,30,7%,93%,80%,13%,SUPP,SUPP,SUPP,SUPP,2.3,0.2,4.4,-1.5,-3.6,0.6,3.7,1.8,5.6,109,109,30,3%,97%,83%,10%,SUPP,SUPP,SUPP,SUPP,-1,-3.3,1.3,-1.4,-3.6,0.8,3.5,1.5,5.5,106,111,90,79%,10%,107,109,-1.4,-2.6,1.2,3,3,1,2,3,1,3,5,3
1,62258,938,2001,137211,Warden Park Primary Academy,New England Road,,,Haywards Heath,RH16 3JR,01444451264,E14000817,Mid Sussex,0,,,AC,0,None,2-11,,0,0,435,49,49,33,16,67%,33%,16.4,2,5%,29,67%,12,28%,6,12%,18,37%,31,63%,8,16%,43,88%,69%,10%,-0.7,-2.6,1.1,88%,1.2,-0.5,2.9,88%,1,-0.6,2.6,88%,69%,20%,0%,103,71%,37%,0%,106,86%,24%,0%,106,84%,20%,16%,0%,80%,0%,67%,75%,SUPP,66%,92%,56%,77%,-15,75%,70%,9%,13%,SUPP,0%,42%,0%,16%,-13,0%,9%,-1.7,-4,0.6,1.1,-2,4.2,SUPP,SUPP,SUPP,-0.5,-2.7,1.8,-1.3,-4.7,2.2,-2.7,-5.6,0.1,0.7,-1.7,3.2,-3,0.7,-3.9,5.2,-0.4,-2.4,1.5,0.9,-1.2,3,1.6,-1.3,4.5,SUPP,SUPP,SUPP,0.7,-1.4,2.8,1.9,-1.3,5.2,-0.2,-2.9,2.4,2.2,-0.1,4.4,-0.5,2.5,-1.7,6.7,1.4,-0.3,3.2,1.3,-0.7,3.3,0.2,-2.5,3,SUPP,SUPP,SUPP,0.2,-1.7,2.2,1.9,-1.1,5,0.6,-1.9,3.1,1.2,-0.9,3.3,0.2,0.5,-3.5,4.5,1.2,-0.5,2.8,102,105,SUPP,102,109,99,106,105,103,106,105,SUPP,104,113,103,107,106,106,105,106,SUPP,103,115,100,109,111,106,SUPP,66%,92%,56%,77%,SUPP,66%,100%,44%,87%,SUPP,83%,100%,72%,94%,SUPP,86%,100%,72%,90%,SUPP,7%,42%,0%,32%,SUPP,17%,92%,17%,48%,SUPP,3%,83%,11%,32%,SUPP,7%,67%,6%,29%,40,82%,1,2%,0,0%,11,22%,11,22%,34,47%,53%,56%,6%,38%,0%,72%,11%,-2.2,-4.4,0,-2.1,-4.2,0,-2,-4,0,103,103,29,31%,69%,69%,10%,33%,0%,85%,15%,1.7,-0.7,4.1,0.1,-2.3,2.5,-1.4,-3.6,0.8,107,106,112,65%,9%,104,105,-0.7,1.2,1,3,3,3,3,3,3,3,3,3
1,59032,938,2003,138049,Tangmere Primary Academy,Bishops Road,Tangmere,,Chichester,PO20 2JB,01243773339,E14000633,Chichester,0,,,AC,0,None,3-11,,0,0,215,30,30,13,17,43%,57%,16,1,3%,19,63%,10,33%,0,0%,13,43%,17,57%,1,3%,30,100%,47%,0%,-3.6,-5.8,-1.4,100%,-4.6,-6.6,-2.5,100%,-2.7,-4.6,-0.7,100%,50%,13%,0%,100,50%,7%,0%,100,73%,7%,0%,101,70%,0%,10%,0%,73%,0%,38%,53%,SUPP,26%,90%,23%,65%,-48,SUPP,47%,0%,0%,SUPP,0%,0%,0%,0%,-13,SUPP,0%,-4.5,-7.8,-1.1,-3,-5.9,-0.1,SUPP,SUPP,SUPP,-4,-6.8,-1.3,-2.5,-6.3,1.3,-5.3,-8.6,-1.9,-2.4,-5.3,0.5,-5.6,SUPP,SUPP,SUPP,-3.6,-5.8,-1.4,-6.3,-9.4,-3.2,-3.3,-6,-0.6,SUPP,SUPP,SUPP,-4.5,-7,-1.9,-4.4,-7.9,-0.8,-5.5,-8.6,-2.4,-3.9,-6.6,-1.2,-5.8,SUPP,SUPP,SUPP,-4.6,-6.6,-2.5,-1.7,-4.7,1.2,-3.4,-5.9,-0.8,SUPP,SUPP,SUPP,-2,-4.4,0.5,-3.4,-6.8,-0.1,-3.3,-6.2,-0.3,-2.2,-4.8,0.4,-3.7,SUPP,SUPP,SUPP,-2.7,-4.6,-0.7,99,102,SUPP,97,107,96,103,SUPP,100,101,102,SUPP,100,107,98,104,SUPP,101,97,102,SUPP,97,107,95,103,SUPP,100,SUPP,32%,90%,31%,65%,SUPP,26%,100%,23%,71%,SUPP,63%,100%,62%,82%,SUPP,58%,100%,54%,82%,SUPP,0%,40%,8%,18%,SUPP,0%,20%,0%,12%,SUPP,5%,10%,8%,6%,SUPP,0%,0%,0%,0%,29,97%,0,0%,0,0%,3,10%,3,10%,19,42%,58%,63%,5%,63%,0%,64%,9%,0.1,-2.6,2.8,-0.5,-3.1,2.1,1.2,-1.2,3.6,103,104,26,50%,50%,46%,0%,38%,0%,54%,0%,-2.5,-4.9,-0.1,-0.1,-2.4,2.2,-1.5,-3.7,0.7,99,100,75,51%,1%,101,102,-3.6,-5.1,-2.7,4,3,3,3,3,3,5,5,4
1,5082,938,2004,138050,The Bewbush Academy,Dorsten Place,Bewbush,,Crawley,RH11 8XW,01293534897,E14000652,Crawley,0,,,AC,0,None,4-11,,0,0,580,82,80,41,39,51%,49%,14.9,9,12%,60,78%,8,10%,3,4%,40,50%,40,50%,33,41%,76,95%,51%,4%,-1.3,-2.7,0,96%,-0.6,-1.9,0.6,96%,-0.9,-2.1,0.3,96%,60%,16%,0%,102,80%,29%,0%,106,74%,15%,0%,104,69%,8%,26%,0%,81%,0%,39%,64%,0%,52%,100%,35%,68%,-36,48%,51%,2%,5%,0%,0%,38%,0%,8%,-13,3%,3%,-3,-4.9,-1,0.3,-1.6,2.3,-5,-9,-0.9,-1.3,-2.9,0.2,2.6,-1.6,6.9,-3,-4.9,-1.1,0.4,-1.6,2.4,-3.3,-0.3,-2.5,1.9,-1.3,-2.7,0.1,-2.5,-4.3,-0.8,1.3,-0.5,3.1,0.7,-3,4.4,-0.8,-2.2,0.6,-1,-4.9,3,-1.2,-2.9,0.6,-0.1,-1.9,1.8,-1.5,0.4,-1.7,2.4,-0.6,-1.9,0.7,-0.6,-2.3,1.1,-1.1,-2.8,0.6,-12,-15.6,-8.5,0.4,-1,1.8,2.2,-1.6,5.9,-3.1,-4.8,-1.4,1.6,-0.2,3.3,-3.5,0.2,-1.8,2.1,-1,-2.2,0.3,101,103,94,101,113,100,104,101,102,104,104,85,104,113,101,106,104,104,105,107,97,105,116,104,108,106,106,11%,62%,100%,45%,75%,11%,87%,100%,73%,88%,0%,82%,100%,55%,93%,11%,73%,100%,58%,80%,0%,12%,75%,10%,23%,0%,27%,75%,15%,43%,0%,10%,75%,10%,20%,0%,5%,38%,5%,10%,43,54%,4,5%,1,1%,23,29%,24,30%,83,42%,58%,64%,5%,60%,6%,67%,4%,-0.1,-1.4,1.2,0.2,-1.1,1.5,-0.1,-1.3,1.1,104,103,79,59%,41%,48%,0%,43%,0%,56%,0%,-3.3,-4.7,-1.9,-2.8,-4.2,-1.4,-1.6,-2.9,-0.3,101,103,242,55%,3%,102,103,-1.3,-0.6,-0.9,5,4,4,3,3,3,3,3,3
1,54518,938,2005,138071,Seal Primary Academy,East Street,,,Selsey,PO20 0BN,01243602746,E14000633,Chichester,0,,,AC,0,None,4-11,,0,0,404,60,59,30,29,51%,49%,15.9,4,7%,37,65%,16,28%,2,3%,19,32%,40,68%,5,8%,51,86%,51%,2%,-3.2,-4.8,-1.6,95%,1.7,0.2,3.1,97%,-2,-3.4,-0.5,95%,53%,8%,2%,100,56%,5%,2%,100,68%,14%,2%,102,81%,20%,19%,0%,76%,0%,50%,52%,SUPP,43%,88%,37%,58%,-34,SUPP,53%,3%,0%,SUPP,0%,6%,0%,3%,-13,SUPP,2%,-2.9,-5.2,-0.7,-3.5,-5.8,-1.1,SUPP,SUPP,SUPP,-2.8,-4.8,-0.8,-4.9,-7.9,-1.8,-3.3,-6.2,-0.5,-3.1,-5.1,-1.2,-3.6,SUPP,SUPP,SUPP,-3.3,-5.1,-1.6,2.1,0,4.1,1.3,-0.8,3.4,SUPP,SUPP,SUPP,1.8,0,3.7,1.2,-1.5,4,0.8,-1.7,3.4,2.1,0.3,3.9,0.5,SUPP,SUPP,SUPP,1.8,0.2,3.4,0.5,-1.5,2.4,-4.6,-6.6,-2.5,SUPP,SUPP,SUPP,-2.4,-4.1,-0.6,-0.8,-3.4,1.9,-3.4,-5.9,-1,-1.3,-3,0.5,-3.8,SUPP,SUPP,SUPP,-1.7,-3.3,-0.2,100,100,SUPP,100,105,100,100,SUPP,100,104,100,SUPP,101,109,100,103,SUPP,103,100,99,SUPP,98,105,99,100,SUPP,100,SUPP,46%,88%,42%,58%,SUPP,49%,88%,47%,60%,SUPP,62%,100%,47%,78%,SUPP,86%,100%,84%,80%,SUPP,8%,13%,11%,8%,SUPP,3%,13%,0%,8%,SUPP,5%,38%,16%,13%,SUPP,11%,50%,11%,25%,54,92%,0,0%,0,0%,4,7%,4,7%,58,36%,64%,60%,10%,52%,5%,65%,14%,-1.6,-3.1,-0.1,1.4,-0.1,2.9,-1.3,-2.7,0.1,103,103,52,33%,67%,48%,4%,41%,0%,51%,6%,-2,-3.7,-0.3,2.2,0.5,3.9,-3.2,-4.7,-1.7,101,100,169,53%,5%,101,102,-3.2,1.7,-2,4,2,4,4,3,3,5,2,4
1,42726,938,2006,138402,Portfield Primary Academy,St James Road,Chichester,,West Sussex,PO19 7HA,01243783939,E14000633,Chichester,0,,,AC,0,Does not apply,4-11,,0,0,201,27,26,13,13,50%,50%,14.5,3,12%,20,80%,2,8%,1,4%,18,69%,8,31%,1,4%,19,73%,69%,0%,3.3,0.9,5.7,96%,1.7,-0.5,4,96%,-0.3,-2.4,1.8,96%,88%,23%,0%,104,85%,23%,0%,105,73%,4%,0%,101,81%,8%,15%,0%,77%,0%,77%,62%,SUPP,75%,SUPP,61%,88%,-10,SUPP,68%,0%,0%,SUPP,0%,SUPP,0%,0%,-13,SUPP,0%,4.2,0.7,7.7,2.5,-0.9,5.8,SUPP,SUPP,SUPP,3.3,0.6,6,SUPP,SUPP,SUPP,3.8,0.9,6.7,2.3,-2,6.6,3.5,SUPP,SUPP,SUPP,3.6,0.8,6.4,2.4,-0.8,5.6,1.1,-2,4.2,SUPP,SUPP,SUPP,2,-0.5,4.5,SUPP,SUPP,SUPP,1.5,-1.2,4.2,2.3,-1.7,6.2,1.2,SUPP,SUPP,SUPP,1.5,-1.1,4,1,-2,4.1,-1.5,-4.4,1.4,SUPP,SUPP,SUPP,0,-2.4,2.4,SUPP,SUPP,SUPP,-0.1,-2.6,2.5,-0.7,-4.5,3,-0.5,SUPP,SUPP,SUPP,-0.5,-2.9,1.9,105,104,SUPP,105,SUPP,105,103,SUPP,104,102,101,SUPP,103,SUPP,102,101,SUPP,101,105,105,SUPP,106,SUPP,104,106,SUPP,104,SUPP,95%,SUPP,89%,88%,SUPP,90%,SUPP,83%,88%,SUPP,80%,SUPP,67%,88%,SUPP,85%,SUPP,78%,88%,SUPP,25%,SUPP,22%,25%,SUPP,20%,SUPP,22%,25%,SUPP,0%,SUPP,6%,0%,SUPP,10%,SUPP,6%,13%,25,96%,0,0%,0,0%,6,23%,6,23%,29,59%,41%,76%,3%,76%,6%,75%,0%,4.5,2.3,6.7,2.4,0.3,4.5,3.3,1.3,5.3,106,104,27,48%,52%,67%,0%,62%,0%,71%,0%,1.7,-0.7,4.1,1.5,-0.8,3.8,-0.5,-2.7,1.7,105,103,82,71%,1%,105,103,3.3,1.7,-0.3,3,3,3,1,2,1,1,3,3
1,17272,938,2007,137980,Edward Bryant School,London Road,,,Bognor Regis,PO21 1BG,01243822454,E14000576,Bognor Regis and Littlehampton,0,,,ACC,0,Does not apply,4-11,,0,0,628,89,88,46,42,52%,48%,16.5,1,1%,62,75%,20,24%,5,6%,19,22%,69,78%,20,23%,83,94%,69%,7%,-0.7,-2,0.7,93%,0.7,-0.5,1.9,94%,-0.4,-1.6,0.7,93%,76%,23%,1%,104,83%,27%,1%,106,83%,19%,1%,105,83%,20%,17%,0%,83%,0%,70%,69%,SUPP,65%,95%,47%,75%,-24,85%,69%,2%,12%,SUPP,2%,25%,0%,9%,-13,0%,6%,-2.3,-4.2,-0.4,1.1,-0.8,3,SUPP,SUPP,SUPP,-0.2,-1.8,1.3,-1.7,-4.4,1,-2.6,-5.5,0.3,-0.1,-1.6,1.4,-2.9,0.7,-2.2,3.7,-0.8,-2.2,0.6,-0.7,-2.5,1,2.1,0.4,3.9,SUPP,SUPP,SUPP,0.4,-1,1.9,1.3,-1.2,3.8,-0.6,-3.3,2,1,-0.3,2.4,-0.9,0.9,-1.8,3.6,0.7,-0.5,2,0.8,-0.9,2.4,-1.7,-3.4,0,SUPP,SUPP,SUPP,-0.7,-2.1,0.6,0.4,-2,2.8,-0.9,-3.4,1.7,-0.3,-1.6,1,-1.3,2.1,-0.5,4.7,-0.6,-1.8,0.6,102,106,SUPP,103,109,101,105,104,103,106,103,SUPP,103,111,102,105,107,104,105,106,SUPP,104,113,103,107,105,106,SUPP,73%,95%,58%,81%,SUPP,82%,100%,74%,86%,SUPP,81%,100%,74%,86%,SUPP,82%,100%,68%,87%,SUPP,16%,50%,5%,28%,SUPP,13%,75%,5%,33%,SUPP,10%,50%,0%,25%,SUPP,10%,60%,11%,23%,68,77%,0,0%,1,1%,15,17%,16,18%,61,28%,72%,64%,3%,35%,0%,75%,5%,-1.8,-3.3,-0.3,0.4,-1,1.8,-0.7,-2.1,0.7,102,103,59,19%,81%,69%,3%,64%,9%,71%,2%,1.4,-0.2,3,-0.7,-2.3,0.9,-0.5,-2,1,106,104,208,68%,5%,104,104,-0.7,0.7,-0.6,3,3,3,4,3,3,3,3,3
1,45702,938,2008,141600,Rose Green Junior School,Raleigh Road,Rose Green,,Bognor Regis,PO21 3NA,01243262317,E14000576,Bognor Regis and Littlehampton,0,,,ACC,0,Does not apply,7-11,R,0,0,378,85,83,42,41,51%,49%,17,2,2%,49,60%,31,38%,1,1%,10,12%,73,88%,6,7%,81,98%,66%,5%,-1,-2.3,0.4,99%,-2.1,-3.3,-0.9,99%,-2.2,-3.3,-1,99%,77%,29%,0%,105,80%,34%,0%,106,75%,24%,0%,104,80%,11%,20%,0%,88%,0%,60%,73%,SUPP,53%,90%,20%,73%,-51,67%,65%,0%,10%,SUPP,2%,10%,0%,5%,-13,17%,5%,-2.2,-4.1,-0.3,0.3,-1.6,2.2,SUPP,SUPP,SUPP,-0.8,-2.5,0.9,-0.9,-3,1.3,-5.2,-9.1,-1.4,-0.4,-1.8,1.1,-5.5,4.1,-0.9,9,-0.9,-2.2,0.4,-2.4,-4.1,-0.7,-1.8,-3.5,0,SUPP,SUPP,SUPP,-1.7,-3.3,-0.1,-2.7,-4.8,-0.7,-3.4,-7,0.1,-1.9,-3.2,-0.6,-3.7,-1.7,-6.3,2.8,-2,-3.3,-0.8,-1.9,-3.6,-0.3,-2.4,-4,-0.7,SUPP,SUPP,SUPP,-2.7,-4.2,-1.2,-0.5,-2.4,1.4,-8.5,-11.8,-5.1,-1.3,-2.5,0,-8.9,0.1,-4.2,4.5,-2.1,-3.3,-0.9,102,107,SUPP,102,109,95,106,110,105,103,105,SUPP,101,110,93,105,107,104,103,108,SUPP,103,111,97,107,109,106,SUPP,67%,97%,30%,84%,SUPP,69%,100%,30%,86%,SUPP,63%,97%,20%,82%,SUPP,71%,97%,40%,85%,SUPP,18%,48%,10%,32%,SUPP,18%,61%,0%,38%,SUPP,10%,45%,0%,27%,SUPP,2%,26%,0%,12%,77,93%,0,0%,0,0%,9,11%,9,11%,90,17%,83%,66%,11%,53%,7%,68%,12%,-1.9,-3.1,-0.7,-1.3,-2.5,-0.1,-1.8,-2.9,-0.7,104,103,93,16%,84%,56%,3%,53%,0%,56%,4%,-2.2,-3.5,-0.9,-3.1,-4.3,-1.9,-2.1,-3.3,-0.9,103,103,266,62%,6%,104,103,-1,-2.1,-2.2,4,5,4,4,4,4,3,4,4
